uuid,Площадь,Кол-во Комнат,Этаж Квартиры,Ремонт,Экспозиция,Год Постройки,Год Ввода в Эксплуатацию,Этажей в Доме,Общая Площадь Дома,Материал Перекрытий,Материал Стен,Газ,Район,Почтовый Индекс,Широта,Долгота,Цена за квадрат
dcedb608-8be7-4b3d-b92a-44fd36dc4a50,54,2,4,2,1608,1975.0,1975.0,9.0,7968.34,1,7,3,5,420110.0,55.75132,49.216467,142593
2376d75a-eafd-4de5-8978-5e59a579af83,23,1,2,1,1701,1952.0,1952.0,2.0,6215.795935044526,1,3,1,0,420127.0,55.860716,49.087046,142544
89660528-9bfd-4401-82a1-0b7e821a24ff,51,2,3,0,1878,1978.0,1978.0,9.0,20230.4,1,3,3,3,420034.0,55.827419,49.080956,149706
890e2f77-76e7-4370-a97e-bd525630b2eb,39,1,13,2,1397,1987.0,1987.0,14.0,5049.8,1,3,3,3,420102.0,55.824218,49.068146,143333
5c9c8757-6ac5-4f87-baa4-585dcde9d6e3,52,2,8,3,1400,1998.0,1998.0,10.0,11281.4,0,2,3,5,420010.0,55.744916,49.181477,140115
c6ced067-cf8c-4e49-85c7-dbc006205da2,24,1,15,1,1373,2021.0,2022.0,19.0,6215.795935044526,1,0,2,5,420064.0,55.680235,49.201707,149958
a1883a89-0ff8-4f19-b5e2-b9ba4919b1a2,42,2,1,0,1911,1968.0,1968.0,5.0,3758.35,1,7,3,6,420097.0,55.783013,49.166646,146203
4b39ddc8-21ed-48ee-a95f-093a57cfd743,38,1,8,2,1609,1993.0,1993.0,9.0,7199.6,1,3,3,2,420004.0,55.822787,49.038106,143210
ad5e939c-ee36-4f20-bb36-6fdab0ccb3e3,56,2,3,0,1518,2022.0,2022.0,18.0,6215.795935044526,1,7,2,6,420025.0,55.807688,49.228252,148214
5eef5585-3a02-4347-b070-763dea4b0c05,18,1,1,1,1433,1965.0,1965.0,5.0,3237.1,1,3,3,3,420095.0,55.831448,49.053925,148571
0a0bf439-6aa8-4288-b84a-19a25b8dcdca,19,1,3,3,1407,1974.0,1973.0,5.0,5688.12,1,3,3,0,420036.0,55.852647,49.070652,146561
b5eb83bb-94d4-4d08-b8fa-28690905969f,47,1,12,2,1731,2010.0,2010.0,16.0,10137.6,1,7,2,6,420140.0,55.77119,49.242661,140725
3c2631fd-5e83-46f8-9cb7-60d1cea0e594,130,3,1,2,1608,2003.0,2003.0,6.0,8007.6,1,2,2,4,420124.0,55.821467,49.116152,142638
03e6b580-b19f-4f48-8946-d1d89aa32fed,53,2,6,2,1815,1992.0,1992.0,10.0,4985.4,1,7,3,6,420140.0,55.764328,49.221758,144465
e0cecc51-1024-49db-9965-b6d7aa5eeac6,31,1,1,1,1911,1958.0,1958.0,2.0,1261.8,0,2,3,4,420057.0,55.840492,49.096964,139871
20ac63d9-2e77-4275-97a0-b8aac0e3e483,36,1,7,2,1401,1986.0,1986.0,9.0,4457.1,1,2,3,4,420132.0,55.84258,49.145599,140496
738d271e-5bf8-4421-80e1-506578714f84,44,2,2,3,1519,1963.0,1963.0,5.0,5191.0,0,2,3,4,420044.0,55.839436,49.10221,148174
65773e1c-6937-406c-8e27-2da9fdfec32d,50,2,9,0,1679,1985.0,1985.0,9.0,11633.4,0,2,3,4,420094.0,55.83844,49.123087,142400
75377072-6123-4424-9a59-6eaaa58d7082,49,2,1,0,1633,1986.0,1986.0,5.0,5663.0,0,2,3,5,420101.0,55.746796,49.188062,140947
e0ebe2b6-7f16-4ff2-b91d-56e18dc6e414,59,2,1,1,1373,2016.0,2016.0,10.0,6215.795935044526,1,3,1,6,420088.0,55.805558,49.196964,139456
34ca25cb-0663-4692-b2bf-3fde2a6c7b3b,56,2,14,2,1406,1984.0,1984.0,14.0,5612.8,1,3,3,3,420102.0,55.829289,49.063178,139823
9d963eb0-6f5c-4111-a584-5974d3d903f6,58,3,9,1,1911,1976.0,1976.0,9.0,13390.04,0,2,3,5,420101.0,55.753651,49.189616,148973
df76ffd8-614d-434c-b0bb-e57be98a2eb9,46,2,4,2,1619,1998.0,1998.0,9.0,6215.795935044526,1,3,3,3,420087.0,55.826286,49.104519,146930
a6bbed8b-57b8-49e0-8ce0-8e5bc01c3d72,38,1,1,1,1661,1998.0,1998.0,10.0,8338.1,1,8,3,5,420141.0,55.754512,49.2266,144737
4e1f6325-9695-4228-bc0d-9561f5e82bac,42,2,7,1,1911,1990.0,1990.0,9.0,7532.2,1,2,3,4,420132.0,55.836474,49.139211,143510
e82d7753-b208-4440-990a-e14f1109882e,37,1,15,0,1479,2023.0,2023.0,20.0,6215.795935044526,1,4,2,6,420075.0,55.870587,49.231352,142091
d2893fc3-9164-49b4-8853-a5f6bc507a7f,36,1,3,2,1818,2017.0,2017.0,3.0,6215.795935044526,1,3,1,6,420075.0,55.873657,49.244153,144507
24a774bc-39d1-4b7e-90ae-920c3d17d80c,101,3,7,0,1731,2013.0,2013.0,21.0,22591.26,1,3,2,4,421001.0,55.820051,49.144817,149852
285152de-7f2e-4335-8104-00b72797f6e7,43,1,9,0,1546,1973.0,1979.0,9.0,10452.0,0,2,3,5,420101.0,55.753063,49.191431,144186
2c2e713e-474e-40d0-9a6b-0ee066c82920,54,2,8,3,1546,2007.0,2008.0,10.0,13413.8,1,7,3,6,420100.0,55.787411,49.231459,143123
2a265101-1ccf-4b85-b6aa-1d8a74f6a8fe,42,2,3,2,1608,1975.0,1975.0,5.0,3616.3,1,3,3,6,420061.0,55.797645,49.191179,142518
2e79a33d-0652-41e6-ae7e-5a5ef11e9f82,51,2,4,0,1883,1984.0,1984.0,9.0,18179.5,1,2,3,5,420141.0,55.752967,49.239931,143137
8e9e8a69-7f53-4d21-b5f1-7da619d5a13a,50,2,3,0,1725,1980.0,1980.0,9.0,19345.0,1,7,3,4,420126.0,55.827646,49.14143,142570
68884671-3191-4291-868a-e616335f1bfa,40,2,6,2,1762,1979.0,1979.0,9.0,7667.1,1,3,3,3,420102.0,55.823232,49.060914,145729
54d92462-0467-40f9-9690-3ddc60455090,29,1,5,0,1608,1993.0,1993.0,9.0,7199.6,1,3,3,2,420004.0,55.822787,49.038106,141379
50bce9f3-b232-4480-b9fb-a1643b8d4f8e,39,1,2,2,1578,1999.0,1999.0,10.0,9435.13,1,7,3,6,420140.0,55.769707,49.232376,142308
06e6bb80-e69e-43f9-b254-fea4f3fa1741,76,4,5,1,1579,2004.0,2004.0,10.0,5675.4,1,3,3,0,420037.0,55.866814,49.080426,147952
11d76c4a-00e9-46e1-8056-9c35c20af5be,46,2,2,2,1817,1963.0,1963.0,5.0,5472.37,1,7,3,6,420061.0,55.80102,49.183489,142333
8ed5f298-9a6d-408e-86a9-dea92976c290,34,1,3,2,1617,1965.0,1965.0,5.0,3676.5,1,7,3,3,420039.0,55.831484,49.076132,148780
39b4827f-fe2f-45f4-8fde-0ff7133b31b5,48,2,10,0,1372,1998.0,1998.0,10.0,7495.8,2,2,1,4,420126.0,55.825644,49.136328,146998
d5878ced-4c56-49be-8716-aad545e3ac77,50,2,5,2,1789,2004.0,2004.0,10.0,4948.39,1,7,3,6,420140.0,55.768502,49.243057,145000
ed9a14e4-cf7f-472b-8ada-c06963506f39,33,1,8,2,1762,1984.0,1984.0,9.0,8064.8,0,2,2,5,420104.0,55.757151,49.194054,144144
fafe75ce-b23a-4182-ac33-dd41a527fc68,96,3,6,0,1372,2021.0,2021.0,10.0,6215.795935044526,1,3,2,6,420125.0,55.787057,49.255624,148536
070b57d2-5027-48d7-89c6-221b9fe354de,50,2,7,1,1679,1984.0,1984.0,9.0,18179.5,1,2,3,5,420141.0,55.752967,49.239931,139442
4991e103-4645-49e4-98ad-4cc1bb09928b,122,1,6,0,1608,2018.0,2019.0,26.0,6215.795935044526,0,2,2,6,420087.0,55.766293,49.170841,144180
0fb8004c-cfd2-4517-9f2a-d48872c3ddb0,22,1,1,1,1679,1982.0,1982.0,9.0,22131.7,0,2,3,4,420133.0,55.831251,49.150674,148372
868b94af-515e-486b-99ae-079bf4ab59a7,75,3,4,2,1868,2021.0,2021.0,19.0,6597.587862247118,1,3,2,5,420010.0,55.729012,49.185951,140000
7a4e211f-3aad-4191-9f4f-b874b113c43d,44,2,2,3,1578,1969.0,1969.0,5.0,7961.1,1,8,3,6,420087.0,55.764521,49.176294,148315
e6a04be3-311c-4759-adfd-1e5019158706,73,2,4,1,1729,2006.0,2006.0,10.0,20009.7,6,3,3,6,420088.0,55.809029,49.202633,143306
21de5e3c-4dc4-428f-b3da-0854087809b0,18,1,5,2,1609,1967.0,1967.0,5.0,4697.3,1,3,3,2,420032.0,55.812373,49.07261,143333
eb0cf585-0867-4c1a-8446-f24481ca618b,42,1,2,1,1608,2016.0,2016.0,5.0,3421.3,1,3,3,6,420125.0,55.807956,49.26458,142005
f285c84c-d82b-4d54-8aaf-e331c3e76e41,34,1,2,2,1911,1958.0,1958.0,2.0,1130.1,0,2,3,4,420044.0,55.842105,49.094736,143695
90bbbe29-eb62-497f-8897-244f08fde546,59,3,2,0,1882,1973.0,1973.0,5.0,2887.2,0,2,3,5,420049.0,55.771834,49.150548,140900
dc8775a9-6579-4fcb-a437-9b5e4ce929ac,22,1,1,1,1729,1984.0,1984.0,9.0,19667.8,1,2,3,4,420132.0,55.84211,49.145203,149321
a985728a-cc8a-4baa-aebb-9191c7f0a67c,55,2,17,0,1517,2022.0,2022.0,10.0,6215.795935044526,1,3,2,6,420125.0,55.788429,49.252768,145172
8c9c2a44-1ba1-4a6f-b238-b961411c6dd4,38,1,5,1,1609,1996.0,1996.0,9.0,8056.1,1,7,3,6,420140.0,55.771666,49.237721,145455
8b5f458f-1baa-4324-8fbe-e0756c94feff,50,2,3,2,1903,1983.0,1983.0,9.0,16829.14,1,2,3,0,420037.0,55.8611,49.074479,143843
8a27a5d0-cba2-4fab-99f1-67fab4b4ab4c,64,3,2,2,1729,1952.0,1952.0,5.0,9725.4,0,3,3,0,420036.0,55.850904,49.078701,140187
eb49032b-918d-4990-8251-0f317c3e988e,48,2,4,1,1497,1970.0,1970.0,5.0,5671.4,1,2,3,4,420044.0,55.828308,49.095706,141667
a264169c-26d1-4992-991d-b090fb04c233,37,1,10,2,1534,2006.0,2007.0,10.0,4735.0,1,7,3,6,420100.0,55.785205,49.23561,150000
80273620-05d7-454a-acde-aa307dd5981e,35,1,9,2,1373,1991.0,1991.0,9.0,8689.0,1,7,3,6,420140.0,55.76638,49.22951,141429
0bd69374-4baf-4604-b1c4-7f27d7374783,60,2,5,1,1781,1982.0,1982.0,9.0,11368.14,1,2,3,5,420141.0,55.75671,49.227121,148333
5fb63ebc-e620-444b-872e-bf11774f6d70,46,2,4,0,1497,1985.0,1985.0,9.0,13529.04,1,3,3,6,420061.0,55.799289,49.195212,145161
030f4e14-eb00-4987-acee-2f49a331163a,53,2,2,2,1911,1998.0,1998.0,9.0,6215.795935044526,1,3,3,5,420087.0,55.680072,49.198276,140417
c5eb9e03-6f4e-4457-bf20-100721f64738,62,3,5,2,1911,1987.0,1987.0,9.0,13391.1,1,7,3,4,420132.0,55.83842,49.14965,142857
5c01b862-f7aa-40a0-b1a2-7f8e990c740b,43,1,4,0,1580,1957.0,1957.0,5.0,3533.7,1,3,3,3,420039.0,55.835695,49.074596,145833
3ff36369-1f9a-42c4-bf0b-067262f94925,19,1,5,1,1818,1959.0,1959.0,5.0,8014.08,0,2,3,4,420044.0,55.842742,49.097269,145833
b64e99bc-8eb7-4fb1-a5fc-222237eef169,54,2,2,2,1818,1981.0,1981.0,9.0,9137.6,2,2,1,5,420141.0,55.751964,49.234047,140037
e8aaf9dd-e10e-4e82-b441-32f40230ce06,50,2,4,1,1830,1981.0,1981.0,9.0,10136.6,1,2,3,5,420141.0,55.751123,49.234657,148000
3657c7ec-86f8-4727-a17a-c2d4cb5e4a92,54,2,3,2,1726,1986.0,1986.0,14.0,5536.0,1,3,2,5,420139.0,55.742509,49.223509,141805
dd87f3fb-b088-4ae7-9231-4e671ee39389,88,3,6,2,1434,2010.0,2009.0,12.0,18984.4,1,3,2,5,420138.0,55.737476,49.204726,142695
a9d94dff-6511-4af3-b815-d037b79e8368,81,3,2,1,1579,2001.0,2002.0,10.0,16281.1,1,3,3,3,420034.0,55.82579,49.074066,143387
37d83c35-6e6f-45bf-a91b-815a5bac3c93,64,2,13,1,1580,2010.0,2010.0,16.0,6802.9,1,3,2,5,420138.0,55.741298,49.211634,148438
013556b1-0a6a-4722-b550-6c1587e25228,36,1,2,1,1911,1985.0,1985.0,9.0,7197.15,1,2,3,0,420037.0,55.860408,49.073985,144101
819deed4-343b-48d8-81b4-a44998f6f51c,52,2,9,2,1853,1995.0,1995.0,9.0,13096.6,1,3,3,5,420138.0,55.742448,49.199048,142857
a8ed7ede-f06b-4d4f-98f9-8d90ffcf7253,85,3,9,3,1401,2019.0,2019.0,16.0,26213.3,1,3,2,6,420140.0,55.766218,49.233544,141059
e2a9faec-60b2-4512-a922-8a5e5eb497e3,87,3,9,2,1853,2016.0,2010.0,16.0,35206.7,0,2,2,5,420011.0,55.732636,49.173096,148741
454abcee-4c76-4d00-86e0-2c60927b7886,38,1,1,2,1372,1984.0,1984.0,9.0,26929.8,1,2,3,4,420132.0,55.840882,49.146811,140212
421a59de-163a-43c6-be9b-3597e0c3b7a3,43,2,5,2,1911,1968.0,1968.0,5.0,3688.2,1,3,3,3,420095.0,55.830422,49.067122,147541
c93e2a51-c3b8-46ad-ae96-e0194de61566,30,1,7,2,1731,1990.0,1990.0,9.0,7532.2,1,2,3,4,420132.0,55.836474,49.139211,143333
643712b4-d84b-4281-8b34-d1ec97ed7cca,83,3,9,3,1518,1988.0,1988.0,9.0,5293.3,1,3,3,1,420043.0,55.786708,49.148213,148014
567a79f8-9a02-4556-892c-d32e27e6aab9,42,1,10,2,1497,1979.0,1979.0,14.0,6553.9,1,3,2,6,420059.0,55.753863,49.166044,144893
66ec8471-d424-4c7e-be08-a9bbb40287db,46,2,2,2,1789,1967.0,1967.0,5.0,3647.1,1,7,3,3,420095.0,55.831418,49.063717,140830
dd07147a-70f9-46e0-b2ba-a9bd7b8d6df5,66,3,6,1,1761,1983.0,1983.0,9.0,7690.0,0,2,2,4,420133.0,55.831201,49.157941,140909
53686602-b77d-459e-a9d8-916e66793a04,45,2,8,1,1882,2017.0,2017.0,10.0,6215.795935044526,1,3,2,3,420006.0,55.841362,49.038915,148889
f9fc7424-d68e-45a4-b398-ce567ff911e7,83,2,5,1,1399,2009.0,2009.0,17.0,7729.2,1,3,2,5,420138.0,55.737578,49.203567,142328
6555903d-68a3-47b7-a5dd-0c882da07612,73,3,24,0,1498,2022.0,2022.0,25.0,6215.795935044526,1,6,2,5,420011.0,55.722872,49.184684,147827
d30db518-6b3d-4845-9db0-03650a9e2041,18,1,5,2,1701,1967.0,1967.0,5.0,4697.3,1,3,3,2,420032.0,55.812373,49.07261,144444
a5f65271-12d0-4f80-8f6c-2a34addb74ff,34,1,1,2,1731,1964.0,1964.0,5.0,5806.1,1,7,3,6,420087.0,55.7617,49.16811,142433
88bb1ecc-5674-4c26-a290-5808a0772867,48,2,9,2,1789,1987.0,1987.0,9.0,19673.3,1,3,3,5,420138.0,55.748569,49.203459,141962
b0508b7b-621c-4d63-a436-1a591d6ef9c8,122,3,33,0,1434,2013.0,2013.0,40.0,59384.3,1,3,2,6,420045.0,55.793202,49.183992,148053
a55ea328-46be-463e-acfd-f5751f4641d4,53,2,5,2,1729,2003.0,2003.0,10.0,9793.47,1,7,3,6,420140.0,55.770006,49.244512,140304
857fec9d-9181-46d2-a9c6-350bfe1c6ac8,52,2,5,2,1434,2004.0,2004.0,10.0,8940.5,2,2,1,6,420140.0,55.768861,49.239266,145769
c97a8495-d819-4555-ac11-0337b3f60bac,46,2,5,0,1852,1966.0,1966.0,5.0,4590.2,1,3,3,1,420021.0,55.771722,49.102677,142232
dd611da2-851b-4fb0-b8f8-433824e91987,40,1,9,2,1547,1981.0,1981.0,14.0,8344.0,1,3,3,3,420033.0,55.82842,49.057438,148990
4eafdd19-f8ac-486b-b4f8-85f47c2068bb,86,2,10,1,1395,2007.0,2007.0,16.0,18559.4,2,2,2,4,420136.0,55.836651,49.134693,142026
38ec7c67-8827-4980-adbe-38ae364c43e8,64,2,6,2,1373,2021.0,2021.0,18.0,48549.5,1,3,2,1,420097.0,55.7883654,49.15232569974252,144186
b0b3029e-63cf-4b50-8f5a-66903c2aeb37,46,2,4,2,1535,1972.0,1972.0,5.0,3641.68,1,7,3,3,420066.0,55.825446,49.104528,146711
8ae56834-1090-4129-b624-05c4e42d418c,51,2,2,1,1761,1976.0,1976.0,9.0,10678.78,1,2,3,0,420036.0,55.854527,49.068945,139842
924cec27-ef6f-4cba-9090-6e3f97722422,51,3,2,2,1911,1998.0,1998.0,9.0,6215.795935044526,1,3,3,3,420087.0,55.820804,49.103638,148833
673669e2-da30-4364-8c0a-f95f9d972b18,50,2,1,1,1679,1983.0,1983.0,9.0,17143.4,0,2,3,4,420133.0,55.831509,49.154914,149173
25e2c926-0e70-4fb0-9b18-4bb8a88ebfa1,68,3,4,3,1497,1980.0,1980.0,9.0,11670.0,0,2,3,4,421001.0,55.830705,49.14673,144543
ab472d32-9c20-4804-a876-834cab9184ae,52,2,5,2,1636,1992.0,1992.0,10.0,7218.0,1,2,3,4,420094.0,55.839466,49.124371,146667
766049c7-2206-405d-a594-90f1b6845817,94,3,9,1,1853,2014.0,2014.0,10.0,13007.9,1,3,3,5,420141.0,55.749674,49.247261,144066
ff2e4fb2-51a8-460b-98e2-86ec20899f4b,122,3,6,0,1497,2021.0,2021.0,25.0,6215.795935044526,1,2,2,6,420087.0,55.767565,49.174336,141393
bc1156e4-a6fb-491b-ba3c-4f3565e0ddf7,31,1,6,2,1762,1998.0,1998.0,9.0,6215.795935044526,1,3,3,5,420087.0,55.680072,49.198276,149872
5159764d-581f-435e-9fe0-b51aa51d9419,30,1,4,2,1688,1960.0,1960.0,5.0,4329.3,0,2,3,4,420044.0,55.840659,49.091466,145215
cdff6eb4-0a8f-48e8-a279-3ef803a7941d,43,2,4,2,1373,1969.0,1969.0,5.0,11029.22,0,2,3,1,420097.0,55.78645,49.155651,142824
54c11760-cc8c-488b-b09c-b3ef331dd9da,22,1,2,1,1702,1932.0,1932.0,4.0,4583.32,0,3,3,0,420036.0,55.853385,49.081369,148148
eac1031e-7623-4f0b-8a98-657af3028ed4,50,3,2,0,1731,1975.0,1975.0,5.0,3682.6,1,3,3,6,420073.0,55.783762,49.176914,147157
4c39a6ba-2894-40ae-9e3b-f38a2c1d1731,30,1,1,0,1546,1968.0,1968.0,5.0,3645.2,1,3,3,6,420073.0,55.785437,49.164607,145270
75182414-62c1-4c3f-b814-44b6cc35cafc,43,1,8,2,1404,1998.0,1998.0,14.0,5604.5,1,3,2,6,420140.0,55.771829,49.232475,141860
2558059b-aea9-49af-8bc8-4ba47cc8c93f,47,1,10,0,1910,2002.0,2002.0,10.0,6452.8,1,3,3,6,420088.0,55.804729,49.20539,149232
3886aee2-0fdd-4071-8c1d-32aa5c99873e,76,3,2,3,1497,2018.0,2018.0,10.0,6215.795935044526,1,3,2,5,420011.0,55.721752,49.166341,144180
f1af36e3-4609-415a-b7b5-4cc01a471097,46,2,5,1,1853,1968.0,1968.0,5.0,4824.1,1,7,3,2,420033.0,55.82356,49.053386,143791
95461fa6-63bf-4b59-94b9-adeae612c83a,80,3,5,1,1392,2016.0,2016.0,21.0,13454.5,0,2,2,5,420141.0,55.755343,49.225602,143035
dcf3f351-0885-4466-b3bd-559551d17309,59,1,3,1,1517,2006.0,2006.0,10.0,14359.5,1,3,3,6,420073.0,55.785933,49.173536,148148
7c58f7e6-e898-467f-95e3-49d0f81f254c,53,2,6,2,1673,1997.0,1997.0,9.0,10959.98,0,2,3,6,420100.0,55.777008,49.223249,139469
5fa2ce0a-d6cb-4ee0-811e-250575e3ecd0,21,1,5,2,1546,1974.0,1974.0,5.0,3830.4,1,3,3,3,420085.0,55.864247,49.019358,140187
6aa7ba53-ae5c-40ba-a101-384e2be0e433,161,4,5,2,1731,2000.0,2000.0,9.0,3345.0,0,2,2,1,420097.0,55.781256,49.152102,146402
5584d327-cd8a-436b-9f98-04c7e04d1911,45,2,5,1,1433,1973.0,1973.0,5.0,3331.7,0,2,3,5,420043.0,55.770046,49.153611,145412
09f9dbb6-181e-49b4-ae41-131985f86128,26,1,4,2,1579,1989.0,1989.0,9.0,12763.53,1,2,3,4,420132.0,55.836474,49.137603,141509
762aee3b-409c-4674-8232-4cdc6db1b406,46,1,14,0,1731,2015.0,2015.0,18.0,21578.5,0,2,3,6,420083.0,55.801905,49.24347,145055
8c2551c2-6c4c-486a-955b-7940898eaecf,30,1,5,3,1517,1962.0,1962.0,5.0,4336.1,1,3,3,2,420033.0,55.826245,49.038403,146667
45bd45e8-9a8d-4bba-bd65-991a044d9af1,32,1,4,2,1660,1966.0,1966.0,5.0,6714.04,1,3,3,6,420097.0,55.782446,49.165011,143750
4b0e4ad3-da14-4373-8a03-4e9f759f2c61,18,1,5,1,1729,1972.0,1972.0,5.0,5276.8,1,2,2,0,420085.0,55.869359,49.021945,145251
b962e6dc-5fe6-4034-babb-faca59b2c74a,51,2,7,3,1433,1981.0,1981.0,9.0,23714.3,1,7,3,4,420126.0,55.830442,49.132681,141454
6b6d7894-4f8a-4bf6-8620-f48a13293bad,74,3,5,1,1911,1981.0,1981.0,9.0,6215.795935044526,1,7,3,4,420103.0,55.827676,49.127417,145357
e42aa2f6-bf01-494e-8087-9520ec4ee0a9,34,1,1,3,1401,1987.0,1987.0,9.0,7736.7,2,2,1,4,420132.0,55.840391,49.149848,141964
cb186e57-a4e2-4aa7-95ff-5d184622ef26,52,2,10,0,1911,1998.0,1998.0,10.0,9128.67,0,2,3,6,420100.0,55.779499,49.224776,142308
1ab547b8-319f-431e-8e9e-68466d3dc434,75,1,6,2,1548,2008.0,2008.0,10.0,12987.7,0,2,3,6,420045.0,55.794948,49.192068,140000
3ec82ba1-85a8-4ce0-85f0-0e22c18d2e8d,37,1,8,2,1517,2018.0,2018.0,19.0,6215.795935044526,1,3,2,2,420076.0,55.85533,48.897897,148649
caf1c28d-574b-4bd8-8781-3413cd5c103f,47,2,9,0,1434,2022.0,2022.0,19.0,6215.795935044526,1,7,2,6,420083.0,55.800094,49.241781,141350
beb9e5ff-01d9-4565-bcd0-498f89de2cf7,65,3,12,1,1699,2002.0,2002.0,16.0,9772.2,1,4,2,4,420124.0,55.819914,49.117733,148377
f9b65ec5-38d4-4803-9ee4-1f21657fc581,31,1,1,3,1496,1969.0,1969.0,5.0,3610.7,0,2,3,4,420044.0,55.828314,49.096452,147878
0cc0db33-89fe-461c-874f-b0d6824b4ee6,13,1,4,2,1401,1980.0,1980.0,9.0,7706.6,0,2,2,5,420110.0,55.75056,49.204034,142308
fe1fbd31-dc1a-40b0-9e19-30fd623411c6,40,1,6,2,1667,2003.0,2003.0,10.0,7778.9,1,7,3,6,420025.0,55.79511,49.224084,149123
feb60ec6-111d-40c2-80fa-4b472fd2612c,46,2,2,1,1496,1969.0,1969.0,5.0,4889.6,0,2,3,4,420044.0,55.831757,49.094448,143457
605661e7-0b7a-40fb-bf17-909357fde7fc,38,1,9,2,1759,2021.0,2021.0,20.0,24883.3,1,4,2,2,420076.0,55.845006,48.905364,140557
98be3eb4-5d88-4699-a59c-bd07304c39a2,46,2,5,2,1771,1961.0,1961.0,5.0,3255.8,1,3,3,3,420039.0,55.840396,49.080228,140362
70d2f1fe-5ec1-4d80-92c2-ccd04fb5ffa9,48,1,7,2,1871,2010.0,2010.0,16.0,10137.6,1,7,2,6,420140.0,55.77119,49.242661,142562
602c8f31-bd82-4f7c-a7ff-879fa2d787dd,65,2,8,2,1829,1980.0,1980.0,14.0,6603.85,0,2,3,1,420043.0,55.782668,49.149542,147692
dcc8a2b7-3666-482e-9eee-4854e16abf91,33,1,5,2,1701,1974.0,1974.0,5.0,3540.0,1,7,3,5,420110.0,55.750124,49.198321,145260
b645a23c-83c0-4f79-bd1e-5328b7470fc4,51,2,5,2,1866,1976.0,1976.0,9.0,14260.9,1,7,3,5,420110.0,55.752136,49.210008,146484
550e1925-6cd2-41d9-a307-6df475595e00,50,2,6,2,1883,1992.0,1992.0,10.0,15273.58,1,7,3,6,420140.0,55.762551,49.228459,144554
e590c321-1104-4c01-960b-1109ba3d6841,74,3,3,2,1818,2000.0,2000.0,10.0,8856.4,1,7,3,6,420100.0,55.78526,49.220994,145357
7d6404b0-868e-48de-b640-a0333d58bcbd,21,1,5,2,1546,1974.0,1974.0,5.0,3830.4,1,3,3,3,420085.0,55.864247,49.019358,143204
7179e7d9-e6e8-428b-a922-506f60ae71a0,31,1,2,2,1650,1958.0,1958.0,2.0,6215.795935044526,1,3,1,6,420097.0,55.783372,49.165182,146497
7f15107a-c291-4ff9-8279-d6a27884d10a,67,2,1,3,1394,2009.0,2009.0,10.0,18741.1,1,3,3,4,420136.0,55.84262,49.131711,146707
7734c0e1-7089-47ea-9708-4c97e51228dd,66,2,3,1,1608,2012.0,2013.0,10.0,10694.4,1,3,3,5,420141.0,55.752551,49.244638,147813
faea716c-4a05-4ebb-85ce-e1e3b9311e0b,35,1,7,0,1660,2000.0,2000.0,9.0,4502.5,1,7,3,6,420100.0,55.786187,49.225378,145455
cf7f4391-4a2c-451f-870a-233017a8b383,66,3,2,1,1433,1996.0,1996.0,8.0,7455.7,1,7,3,4,420103.0,55.821204,49.124704,144377
d9d0137c-35c0-4a92-8ea8-29add0f06043,36,1,1,2,1609,1988.0,1988.0,9.0,9229.4,0,2,3,4,420136.0,55.836787,49.129779,141667
44c1d3a9-bc26-4344-8eef-d2b7decfb05e,30,1,5,2,1547,1968.0,1968.0,5.0,5201.8,1,2,3,4,420094.0,55.840391,49.108256,149502
a80b4b3a-b4c0-4452-8022-455da80fee04,18,1,4,2,1761,1966.0,1966.0,5.0,3542.8,1,3,3,3,420085.0,55.866349,49.016708,140449
97088757-18dc-4af5-a638-e5cb572a1053,67,2,3,1,1725,2006.0,2006.0,10.0,20943.8,1,7,3,3,420033.0,55.828627,49.051347,142645
9c1cf601-b03b-4419-b07b-25f318fd06e6,47,1,7,3,1637,2006.0,2007.0,16.0,6804.0,1,7,2,6,420140.0,55.768947,49.238089,139535
5b20ff5d-7005-4e95-b4ae-e2e818179002,54,2,5,2,1789,1999.0,1999.0,9.0,27530.3,1,7,3,6,420100.0,55.784157,49.224767,146568
d711cde0-9a97-42e8-828c-b071edb52fe8,49,2,1,2,1852,1978.0,1978.0,9.0,4886.2,0,2,3,4,420136.0,55.835281,49.122718,148374
d621b9ef-0b2f-484c-9490-4a2add6d277f,39,1,5,2,1761,1998.0,1998.0,9.0,6215.795935044526,1,3,3,5,420087.0,55.714475,49.187927,141026
6f12086b-41f3-4cb4-8760-da2a027dc6de,66,3,9,0,1669,1988.0,1988.0,9.0,17225.29,0,2,3,4,420132.0,55.842105,49.149533,143939
6164e1ab-46e3-4010-8300-f4efb2de510e,17,1,2,2,1911,1962.0,1962.0,3.0,2269.29,1,3,3,6,420061.0,55.806828,49.195545,144118
7ab414c8-934b-4f54-8d74-ddd47a1ad7c7,80,2,5,1,1578,2004.0,2004.0,10.0,6388.7,1,3,3,6,420088.0,55.804638,49.203917,140527
e8ab9842-d64e-420c-923b-7b3e950a266a,37,1,10,2,1401,1978.0,1978.0,14.0,5160.6,1,3,3,3,420033.0,55.828081,49.057034,145161
1695afdd-8ac9-4bdf-bdc9-1f6b1146e0cf,72,3,1,1,1408,2016.0,2016.0,10.0,6215.795935044526,1,3,1,6,420088.0,55.805558,49.196964,144306
490e4498-d261-414f-9953-b861d3c43ece,94,3,3,3,1518,2006.0,2006.0,5.0,3611.6,1,3,3,3,420039.0,55.839588,49.063717,146809
