uuid,Короткий Адрес,Площадь,Кол-во Комнат,Этаж Квартиры,Ремонт,Экспозиция
f72c1b4b-613f-42dc-b0a2-478268f0d9ec,"Энергетиков, 4",17,1,1,Евроремонт,1518
1dc300ff-c9aa-49db-9ce2-bb5806888663,"Родины, 26Б",43,1,4,Евроремонт,1911
7a830082-167d-4a73-9066-379e42e8545f,"Кутуя, 110Д К2",39,1,3,Евроремонт,1911
6e8af58b-d1f7-43e8-a371-922b53ce81fe,"Муштари, 15",95,4,5,Евроремонт,1579
99d7cb35-5641-4977-ac2a-5b191445aa3e,"Парижской Коммуны, 19",110,3,2,Евроремонт,1762
1722b0a2-03ed-4f11-a1d2-ab30352d7030,"Краснококшайская, 84",60,2,11,Евроремонт,1609
fa3c044a-5979-4b17-95c7-2247e8b26103,"Чистопольская, 76",45,1,7,Евроремонт,1910
a9aeff6c-ad25-44c5-b3ef-904ea74ee9d9,"Краснококшайская, 84А",50,1,2,Косметический,1730
d7451dfd-84ef-498d-9d0e-b5a960a7370f,"Роторная, 27Б",39,1,6,Евроремонт,1883
11b27d55-23b4-4fa0-bd6e-f12a671b3b22,"Волкова, 12",36,1,5,Без отделки,1608
9be93ec3-d5fe-42da-97cd-5a3282ebdb09,"Такташа, 41",44,1,7,Евроремонт,1727
e25ae475-9669-4119-8142-b54b3c9864b2,"Р.Гареева, 111 К2",30,1,16,Евроремонт,1897
4ded81cb-6851-4a0d-94f9-38c808466726,"Назарбаева, 15",31,1,4,Евроремонт,1787
8f572699-783c-46cb-b230-2e7a9bd4df3a,"Комсомольская, 1",110,3,12,Евроремонт,1662
7514a69c-a18b-44fb-b3ba-691543914f7f,"Достоевского, 44/6",33,1,2,Косметический,1547
63857463-48c7-49c9-85ce-cf88137ad36e,"Кутуя, 110Е",45,2,2,Евроремонт,1729
f780d8c9-cc16-4537-954b-f745084b709f,"Козина, 2",43,2,4,Без отделки,1480
3f90f232-a99f-4907-b01d-c75c9a25c7c0,"Комсомольская, 2",25,1,4,Евроремонт,1399
f7199a7f-f701-4f58-8da8-89de37292998,"Козина, 2",28,1,9,Без отделки,1731
6937c2d4-d1e7-4d4b-90c8-e9a548beacd8,"Чистопольская, 12",35,1,9,Косметический,1852
be173d8f-c460-4602-abac-927ad094d8b3,"Шаляпина, 32",70,3,6,Без отделки,1661
89b573a5-2f8c-4aac-b740-0276096d13fa,"Шаляпина, 7",63,2,5,Без отделки,1911
0241b1d2-0e56-4926-a12f-6456008030d9,"Козина, 2",44,2,13,Нет информации,1480
67ef60df-f84f-4f98-ae15-cc22fa5e53d4,"Портовая, 37В К2",59,2,4,Без отделки,1789
3bad3040-0591-45df-a81d-8ee859d04fea,"Бехтерева, 9А",64,2,7,Евроремонт,1883
2d2fb4b8-3810-410b-8cdb-581beb93bc18,"Проточная, 6",41,1,13,Нет информации,1372
8c27158f-ee05-42b8-a83d-685e2d554df7,"Абжалилова, 1/82",18,1,3,Косметический,1897
dd2a31d0-4b51-4cc6-ab12-103deba9b205,"Волкова, 12",35,1,5,Без отделки,1372
dea08db3-cf14-402c-83a7-6b298a30a9d1,"Щербаковский Переулок, 7",32,1,3,Без отделки,1761
9a329baf-b808-4c86-8813-5e3ada12b135,"Пилотская, 37",34,1,1,Без отделки,1637
94ae91f1-c620-4bb0-9eda-25aee2fa1a64,"Чехова, 3/7",26,1,1,Косметический,1609
dc5918f3-5cac-4cee-800b-b72e25dd6c5b,"Аметьевская магистраль, 18 К5",97,3,19,Косметический,1635
2e1fb855-0122-49c0-85a0-d3273a04c590,"Спартаковская, 88Б",66,3,9,Евроремонт,1547
bc333b61-efd8-4a34-82ef-819088551bb2,"Козина, 2",78,4,6,Без отделки,1639
6226c1d1-d1ac-4c6f-a29f-286ec1d4e91e,"Ершова, 66В",53,2,5,Евроремонт,1547
62f8bc5d-3897-4f3a-8e6c-ec9a5abb0d3b,"Ершова, 65Б/1",31,1,18,Без отделки,1498
8c59d014-fee2-412b-aef0-09eb872f96fb,"Козина, 4",62,2,3,Без отделки,1547
3d16f527-af56-4e83-880d-cf2dccb60750,"Волкова, 12",36,1,5,Евроремонт,1761
317fb1f3-0e36-40c0-baa2-41d6181a8788,"Ершова, 65Б/2",52,2,19,Косметический,1517
67727ffc-0011-4451-b213-6b16ea89dccc,"Волкова, 12",68,3,2,Косметический,1373
b20d11c0-5946-4fbd-b833-69f8d8950a48,"Свобода Жилой Комплекс, С2",65,2,16,Евроремонт,1386
51f9e328-1eb0-4182-baf9-4397ed7ccebf,"Хайруллина, 5 К2",25,1,4,Евроремонт,1678
a853b427-9451-49c6-a502-e835cac0b240,"Шоссейная, 57",70,3,18,Без отделки,1608
ae1a39af-bfdd-44c7-afbd-6980968d1595,"Приволжская, 210",36,1,5,Евроремонт,1731
980f641d-00db-460c-a8cb-365173d9f3a4,"Комсомольская, 1",41,1,9,Евроремонт,1536
8559b7c0-3fd4-4249-8793-592bdda77d24,"Столбова, 11 К2",80,2,4,Без отделки,1434
8a7319b0-c711-4c89-84fa-63923e6430a7,"Хакима, 51",51,1,19,Без отделки,1609
a03f67e1-cd6e-4a40-b86e-ed425b943f3d,"Татарстан, 45",32,1,6,Косметический,1829
ce742d32-6305-43b0-b195-495a7cd5742d,"Козина, 7",41,1,17,Без отделки,1609
680d4020-c9cc-4182-a8d1-1cc4c27b9890,"Зорге, 11В",48,2,9,Евроремонт,1911
d096b519-5242-4204-860f-e2d4b21bac17,"Спартаковская, 165",52,2,9,Евроремонт,1911
9b176bf4-3c94-4937-a6d4-4697929309f8,"Касимовых, 35",35,1,9,Евроремонт,1517
a9aa8fc2-29a2-4d44-9472-31a1231f97cf,"Тельмана, 20",59,1,4,Евроремонт,1853
01b01488-1a42-4476-b4cc-0ef4827b73c4,"Хакима, 60",62,2,8,Евроремонт,1731
6479336c-797a-4eb7-96a7-aafa338649c2,"Хакима, 51",86,2,4,Нет информации,1579
6f486bab-3af4-42b0-849b-7d1d7bcff8eb,"Ахмерова, 5",53,2,6,Нет информации,1535
0a7de01a-ad1c-40fe-be65-8c2803406bf6,"Даурская, 44Г",34,1,5,Евроремонт,1871
943b9177-08da-4dfa-b5cc-ed54156b0883,"Портовая, 37В К1",38,1,7,Без отделки,1883
2d894e6c-146a-4808-84d8-54f60dc75b36,"Козина, 9",90,3,11,Без отделки,1911
e3184e77-e68f-4e34-a2dd-ca38ce6ad0ac,"Достоевского, 79А",30,1,4,Евроремонт,1609
f0b6ead8-a731-4945-a185-721983020463,"Роторная, 27Б",99,3,6,Евроремонт,1869
a83e83ab-ccf4-4899-8f70-bd64276a655e,"Кариева, 4А К2",61,2,13,Евроремонт,1880
cd4ffeb6-0e51-49b1-9be5-b0841c8e8654,"Павлюхина, 108Б",69,2,5,Евроремонт,1680
82904c32-05c9-4ca9-bb9c-60dc0b8ddef4,"Петербургская, 64",53,1,6,Евроремонт,1824
193362f7-cab3-471d-a15d-fe2f4281d9dc,"Право-Булачная, 47",58,2,4,Евроремонт,1883
dd6a277b-b700-43fe-8896-ae0dc2436334,"Баруди, 16",73,3,6,Косметический,1911
c2a0218f-8b9f-4880-ae25-8bacfcb565b8,"Мой Ритм Жк, П К1-2",36,1,2,Евроремонт,1911
ad276c04-1c10-4b0e-81ae-20e9e70a5beb,"Козина, 1",66,2,12,Без отделки,1609
278084c0-2820-4a34-b1ab-d2eb6747bee0,"Козина, 5",41,1,7,Евроремонт,1639
7a4ebacc-05cc-43b6-82e3-41c6fc322f19,"Ершова, 66В",50,2,5,Евроремонт,1608
8f57841d-1cbd-41a8-9dbb-7909df99cadc,"Волкова, 12",36,1,7,Косметический,1546
9d1e132e-a933-4b66-a4fd-d145b019b49f,"Тельмана, 20",59,1,4,Без отделки,1911
4ff66fa3-82f9-4891-bdca-d4b629be965d,"Курашова, 32",32,1,5,Евроремонт,1905
45efd3ca-87bd-4b05-8179-ce6623a121bd,"Жуковского, 28А",97,3,3,Косметический,1608
42bff92c-aff2-44bb-8397-ac8a372256f3,"Бичурина, 13",39,2,5,Без отделки,1729
fb1a2df4-1fec-4ba7-aeca-aa58e6bc48b4,"Галактионова, 6",72,2,4,Евроремонт,1608
9e328ce9-645c-4d23-bd87-17b8faac19d9,"Насыри, 28",50,2,2,Евроремонт,1852
49a65d11-62bd-4e73-88c4-28aff41c6e6e,"Фучика, 106",32,1,4,Без отделки,1911
8e3704b9-7721-419d-bc51-17061212b64e,"Кутуя, 86",24,1,1,Без отделки,1609
08fe597d-d64b-40ed-a44d-04a0bb9aedda,"Лево-Булачная, 16",126,3,2,Евроремонт,1883
8852d6ed-27f7-4703-9d4e-076c18865cf4,"Шоссейная, 57",42,1,5,Нет информации,1653
24cf2b1d-66a8-4b0f-a9b7-b28facd4aa7d,"Гафури, 9 К2",25,1,6,Евроремонт,1433
e1ff4561-6ade-46cb-9aa5-659281f31787,"Айвазовского, 16",102,3,4,Евроремонт,1535
b0716b81-921f-416c-9118-8944800a03d1,"Лево-Булачная, 56/2",18,1,5,Косметический,1732
a7bf67fe-f606-4e92-9111-17bb22646ed9,"Курынова, 4 К4",26,1,5,Евроремонт,1650
541edb2c-2eae-4b3a-890a-d7ce57e004dd,"Спартаковская, 165",53,2,9,Евроремонт,1580
e914b778-ab26-4936-9297-4fc4233abedf,"Дубравная, 2Д",55,2,9,Евроремонт,1846
6b31a645-3aff-4b56-8975-302782c9c943,"Салимжанова, 17",65,3,5,Косметический,1547
1e0dbbc3-3edb-4dd7-b04b-188205f7513b,"Роторная, 1А",23,1,2,Евроремонт,1904
4b8995d3-35a0-4e0d-9940-e8291be5bcb9,"Волкова, 7/29",114,3,3,Без отделки,1731
d61de247-67b4-44fc-ac1b-cf4f1ff8c1a0,"Тукая, 71",58,2,4,Без отделки,1910
81bf423a-74dd-4685-84fd-2053fcd7d626,"Гоголя, 19",58,2,3,Косметический,1680
a9daa28c-f585-4a12-a171-03067989d7fe,"Толстого, 14А",62,1,3,Евроремонт,1787
c7f64a31-6fbd-4101-9a45-593a8e1dbe5e,"Р.Гареева, 102 К2",41,1,1,Евроремонт,1761
70da7b7e-d718-45c1-99e8-23aeff38f3e1,"Полушкина, 5/2",33,1,7,Нет информации,1578
47f12e50-5a06-4754-8b77-b8b4227f99c1,"Ершова, 66В",54,2,1,Косметический,1910
b0814faa-cec0-4771-8c8d-f0133a0e0e45,"Островского, 34",22,1,1,Без отделки,1904
eb46eb0e-67c8-4073-8e6d-05b3b67cb50a,"Хасанова, 13",40,1,16,Евроремонт,1609
5cc96731-47eb-40f1-8d02-14d5f40afb90,"Ершова, 65",52,2,16,Евроремонт,1615
8e4ea57e-090a-47fb-9c4f-3caf5f6833dd,"Шаляпина, 26",65,3,5,Без отделки,1853
eac17907-c5bb-40ed-b975-4578ff55bb89,"Спартаковская, 14",65,2,5,Без отделки,1608
04e3f470-4527-4b65-995d-d3046521ba52,"Приволжская, 210С1",37,1,4,Евроремонт,1731
9e2f0eff-9447-4648-98c4-b2568b9b7af4,"Волкова, 12",58,2,3,Без отделки,1911
53d4abcc-fbd7-4aa8-a85c-badfd7b11de5,"Курынова, 4",27,1,8,Евроремонт,1882
b4d0480c-c028-4bd4-a7c4-ea65df3e4d9e,"Бондаренко, 34",54,1,4,Без отделки,1789
d3a15677-fc77-49db-92b9-8e6bbd4e1d3d,"Свобода Жк, С1",50,2,8,Без отделки,1731
feb4c22a-9b06-4a86-9a35-e0aacf133cf2,"Козина, 9",41,1,19,Без отделки,1434
2248cba5-ddaf-4b93-bd0e-5bc6faf3d547,"Касимовых, 35",34,1,17,Косметический,1679
e2ffd8ed-51df-4730-947b-29b1761115fb,"Шоссейная, 57",44,1,22,Нет информации,1534
7117ce09-3e3a-4a78-9af5-44f083701c76,"Урам, 1",47,1,14,Без отделки,1534
6bf07f62-a8f1-4683-aa61-7d8f8e12d97a,"Родины, 26Б",55,2,14,Евроремонт,1783
8dd092ad-81ed-4a91-8b0a-4553656cf0a8,"Хайруллина, 5",25,1,4,Евроремонт,1731
fc6e1582-d700-4745-993b-ca03da65ddbc,"Спартаковская, 165",52,2,9,Евроремонт,1678
c0747a88-095e-48be-8aed-778ba434131a,"Абсалямова, 19",116,3,16,Евроремонт,1639
dd28c290-bec3-4433-8ef2-33ed0f53b4c4,"Спартаковская, 165",50,2,9,Косметический,1789
d9d47572-9cbb-4194-9ba1-7e9e2c176367,"Ачинская, 1",21,1,4,Без отделки,1479
e6c9279a-b53b-43a9-9477-c9cfdd39f870,"Четаева, 43А",61,2,4,Евроремонт,1910
8d928df2-db50-40e1-8103-e92e15aeaaa4,"Четаева, 43А",39,1,18,Без отделки,1702
83819ba2-d090-4aed-87e3-17c7085232e2,"Достоевского, 57",51,1,11,Евроремонт,1680
993f8577-3f5e-421d-86e5-da00694baef2,"Четаева, 43",12,1,1,Косметический,1867
c22a5e45-988e-453f-95b4-ccd485f820b7,"Проезд Юнуса Ахметзянова, 3А",39,1,10,Евроремонт,1853
cd2748f4-a92c-4e2f-8f45-d840fd3e1f1f,"Родины, 26Б",35,1,3,Евроремонт,1854
fd30bcd1-f815-4e30-bade-a6cc39a1e945,"Камалеева, 16",30,1,1,Евроремонт,1621
2ec208c3-2b97-4c6f-bcbe-f8467b59df9b,"Хайруллина, 5",12,1,2,Евроремонт,1547
df3e7ca1-a702-4bc1-86e6-e635ac813ee2,"Касимовых, 35",35,1,12,Косметический,1609
6776f51b-700a-48f4-9989-23178e351d16,"Япеева, 10",65,2,1,Евроремонт,1906
074f50ea-a45d-450d-9f7c-6004dc8590dd,"Тазетдинова, 1",64,3,4,Евроремонт,1911
54153646-fb85-45b6-9b3c-03ddb15f3ad0,"Кутуя, 100",70,2,2,Евроремонт,1911
506cc1a1-519d-4a48-bfd2-99ef07430b7a,"Р.Гареева, 105",30,1,7,Косметический,1708
603a6b19-8592-4aab-8b31-8a7b10a91806,"Чуйкова, 27",13,1,7,Косметический,1663
b2f17082-b73a-4244-b0d4-65e6dd92dba1,"Козина, 9",38,1,11,Без отделки,1853
0b869ac3-b89c-49a6-9d26-51912a7f58f0,"Баумана, 76",63,3,2,Косметический,1402
87984d8b-c52f-4ceb-aef7-d1dd31098dd1,"Лево-Булачная, 24/20",21,1,5,Евроремонт,1911
d44ae799-1326-459b-8641-41bc2a6ceb01,"Бутлерова, 56",30,1,2,Евроремонт,1608
b02f9cff-e5d8-4404-ad63-67ac8761939f,"Касимовых, 35",35,1,6,Без отделки,1608
6b5165d2-4c16-4bb1-a653-97e18a1953df,"Ахмерова, 5",39,1,2,Евроремонт,1517
6a046338-07d1-4f66-a45b-a4179096167e,"Полушкина, 4",33,1,13,Без отделки,1789
4f5d21aa-baba-497b-adb7-f81687ecdb96,"Жуковского, 25",110,3,6,Евроремонт,1435
add370bd-b7a8-4339-ab4b-2a3658b28799,"Козина, 2",30,1,9,Без отделки,1644
4edb954c-4d89-403e-abc5-4bea95375fb3,"Новаторов, 8Б",37,1,17,Евроремонт,1761
04cdd846-afed-4584-b21a-50fbece2047e,"Ершова, 62Г",37,1,5,Евроремонт,1480
753d7fc7-4194-4ead-9f2f-f12d919f7f6d,"Лево-Булачная, 24/20",12,1,5,Евроремонт,1906
11d8e150-060c-4b96-8250-2b1ecbd12cc5,"Волкова, 12",29,1,8,Косметический,1853
2ad87681-505c-4170-b96f-41acfab9898b,"Козина, 2",36,1,14,Евроремонт,1731
ca36f594-b871-4967-b0fa-3264ce642f69,"Портовая, 37 К1",36,1,2,Без отделки,1715
e75588db-0c2a-424d-8a25-55bc20091536,"Козина, 2",32,1,6,Нет информации,1578
881c0b2f-74c1-4c0a-b6a7-20c28b5004e9,"Камала, 39",45,1,4,Без отделки,1789
804449b1-35db-4aa3-809a-041b5a863345,"Козина, 6",62,2,13,Без отделки,1910
ddde093d-fdf8-42f9-aec2-5fd0196c6f6e,"Кариева, 4",32,1,18,Без отделки,1874
ab8d510a-a069-49b8-8f6c-09a1e8dc6082,"Волкова, 12",42,1,3,Без отделки,1518
f2be0290-19b8-464c-ae8f-bc0043547f02,"Кутуя, 100",30,1,15,Без отделки,1622
96009a16-e77a-4e45-a9c9-42319899b80e,"Четаева, 43А",60,2,10,Косметический,1498
c0e87158-9f12-46e2-b15f-254f3e6ffe0a,"Меховщиков, 80А",44,2,3,Нет информации,1480
38a28bcb-387b-41fe-a0a8-09db4152f95f,"Такташа, 2",54,1,5,Косметический,1882
f5ea8bfb-a5c1-41f0-8ed0-84663bd0b7de,"Шаляпина, 26",42,2,8,Без отделки,1434
19feaa24-812b-4367-a1ff-44182f49eee5,"Бичурина, 13",60,2,13,Без отделки,1817
e0297555-38ef-4682-ab11-21c2ab01fe06,"Курашова, 32",32,1,5,Косметический,1759
984b521f-0e44-4c3f-bc37-9fd11f5d0088,"Назарбаева, 35 К1",13,1,6,Евроремонт,1660
ecda4b55-e1fc-4bcc-bf82-3e83c2d14c72,"Касаткина, 23",53,1,4,Без отделки,1497
87653e4b-7eab-478d-aa31-356a30073fbb,"Комсомольская, 2",60,2,15,Косметический,1911
f51ccd31-71dd-498e-8a08-bbc012579187,"Красная, 1А",44,2,2,Косметический,1882
16e033ca-d3dd-41d1-a278-4dbef9dede8d,"Оренбургский, 8Д",73,2,12,Нет информации,1579
7c78aa2a-a018-421e-b03a-bea045116065,"Камалеева, 28/9",85,3,8,Евроремонт,1911
0c5d0d61-e567-4f6b-9f8a-0da39ed2566e,"Кутуя, 100",22,1,9,Евроремонт,1911
5eb294f1-9064-4e27-a9c5-e533bb8080e8,"Достоевского, 52",70,2,4,Косметический,1761
b6141bd1-784b-4b52-8fe8-66bccbc1e272,"Ершова, 62В К2",37,1,4,Евроремонт,1702
bf1957b9-65f3-4b96-8ac1-e2be8a5dc34e,"Оренбургский, 4Б",32,1,9,Без отделки,1883
b33502bc-49f3-4966-b009-b282cd13775f,"Зинина, 7",86,3,5,Евроремонт,1836
bfc5c93f-eeb4-466f-9ca4-abb0df8307fb,"Чистопольская, 25",30,1,6,Евроремонт,1610
6aae8bd1-3dc3-40cc-aea5-8c8ee3c3cdc4,"Адоратского, 9",16,1,1,Косметический,1761
2719b526-3d21-402a-a32f-743c5ddfce50,"Б.Галеева, 8А К2",33,1,6,Евроремонт,1731
b2c23a3c-5d32-44a2-8a0c-818ce6f48d0d,"Ершова, 66А",39,1,11,Евроремонт,1750
bde2b8e4-70f7-4ffb-a968-b3c665aff2d7,"Шаляпина, 32",41,1,2,Без отделки,1608
bb97c58a-80dd-4ab9-83f6-b9fbd05caedf,"Салимжанова, 17",65,3,5,Нет информации,1407
28aa6e5f-733a-498f-b0f1-e08e6a330fbd,"Баумана, 9",79,3,3,Без отделки,1671
f18df5da-c5a7-4158-bd69-a088ddfe3431,"Четаева, 42А",47,1,16,Евроремонт,1637
c9e92c25-30cc-4d05-8794-aa0946544864,"Кутуя, 100",30,1,14,Без отделки,1579
15afce50-7536-4714-ac07-d48cf2147054,"Ярдем, 25",55,2,9,Евроремонт,1789
e54495c7-52a7-40ce-b012-b57b7133834e,"Чистопольская, 40",40,1,6,Евроремонт,1818
37202208-59fb-49f2-b38e-9382f39e28ee,"Хакима, 43",39,1,9,Евроремонт,1731
906e764d-9333-430b-b654-6f4398ead5af,"Тукая, 112",48,1,1,Без отделки,1434
e474e5f8-d0f3-496f-9e16-77987cd66b16,"Меридианная, 3",40,1,1,Косметический,1609
20577fd5-d737-4fda-8013-c307917891e1,"Садыковой, 25",74,3,4,Без отделки,1724
33e8e836-33ca-4e2d-b3d3-3f9c620df1cd,"Енисейская, 4А",34,1,5,Косметический,1752
66e4820d-eec5-4ec0-a99d-cf3dbe1c42b0,"Ахмерова, 5",81,3,4,Без отделки,1911
22c6b64e-9f5b-4204-b6dd-44626f8fb7c5,"Чистопольская, 12",36,1,16,Без отделки,1852
dfb86219-4954-4969-8ef0-3cdb15fbba7d,"Волкова, 13",75,2,5,Евроремонт,1722
605800ab-1e85-491e-a6d7-4d08754102ec,"Баумана, 26",50,1,2,Косметический,1911
1586cbf7-9425-4a23-8b8d-2bd1c8d90a77,"Гафури, 9 К2",20,1,3,Косметический,1761
dae03d95-4eb8-4f44-ad17-a462797fcce1,"Павлюхина, 110В",104,2,8,Евроремонт,1874
80beb48e-239b-468e-a1ab-c322894558ad,"Волкова, 12",36,1,9,Без отделки,1394
e02854c5-64c7-4448-94f6-1265d45725ac,"Ершова, 65",88,3,-1,Без отделки,1853
686dacb0-4f31-4658-a90c-3ba7844b2059,"Павлюхина, 102",45,2,5,Косметический,1853
e90516f5-4184-46eb-bec3-5b5bdb88d314,"Лево-Булачная, 50",29,1,3,Косметический,1911
98f13e56-49c2-4cbf-a265-5cfa78e27850,"Урманче, 4 К2",33,1,5,Евроремонт,1678
6395922e-ba92-455b-8127-dce7fef93fcd,"Волкова, 12",33,1,4,Евроремонт,1789
ea9739b1-d88b-4307-a739-6420c7e34625,"Мой Ритм Жк, П К1-2",46,1,12,Евроремонт,1818
2ec1e25a-0db6-4a9d-8678-dbe98e65a4cf,"Космонавтов, 61Е",25,1,24,Косметический,1624
cafd5f34-8885-4fdf-9edf-33141fcd47a3,"Полушкина, 6",30,1,8,Евроремонт,1883
9cadaabd-c5b9-4c80-b300-96a3c8842ce1,"Красная, 6",81,3,2,Без отделки,1789
148b3615-5ea1-4456-8a85-519fbb4909b2,"Ершова, 65Б/2",30,1,9,Евроремонт,1818
0af0b19a-f5d9-4468-8e8b-67d53aa4048f,"Чистопольская, 86",39,1,4,Косметический,1679
3173aedb-6666-4209-8163-2ed4246eaa24,"Островского, 88",49,2,5,Косметический,1911
3760f1b0-86a6-4a06-97da-a2f78491845d,"Серова, 41",58,2,9,Без отделки,1700
0ce04515-dd3e-482a-9e7a-f6b7aa1e0840,"Козина, 9",66,2,11,Евроремонт,1911
3a589376-070a-40e3-9631-d6fd33019abc,"Ахмерова, 7",36,1,7,Без отделки,1731
24718185-cc07-4b05-b108-e46d572faa00,"Красная, 6",89,3,2,Евроремонт,1818
42857c0c-49ff-4a3e-869f-a809817db320,"Комсомольская, 1",61,2,4,Евроремонт,1890
380069ad-2c8e-405c-9113-305de0603cd2,"Шаляпина, 32",52,1,3,Без отделки,1608
4be98af0-2df8-444a-90a5-de831dd41c05,"Шуртыгина, 8",68,2,6,Евроремонт,1517
dd8091b9-397c-4a45-a2ef-b5b701913c33,"Татарстан, 13",32,1,3,Косметический,1882
023950fd-7dd3-4e55-9982-55fd383598a1,"Кутуя, 110Е",28,1,6,Без отделки,1681
b048aba4-80cd-4d20-ab17-82e37fcd0c13,"Ярдем, 3",45,2,2,Евроремонт,1882
746c9277-9634-448f-9093-16dfee373df1,"Проезд Юнуса Ахметзянова, 10",23,1,14,Евроремонт,1731
1afb4d86-73df-47a0-8e3e-92b5e997bfdb,"Япеева, 10",65,2,1,Евроремонт,1789
546f44c5-37b3-4763-a932-d851108f81b0,"Четаева, 43А",38,1,13,Евроремонт,1731
2f49136a-ce82-4412-bc8d-872feb440880,"Козина, 2",80,4,6,Без отделки,1408
2b56a066-a3e0-4698-8a86-176c7000db33,"Сибирский, 13",49,1,19,Евроремонт,1609
57fb9d07-e65e-40c4-bc74-21b802bc80db,"Полушкина, 10/2",33,1,10,Без отделки,1911
1fab1d55-54fe-4edb-a6b6-57d56b9de0e1,"Лево-Булачная, 16",92,2,3,Евроремонт,1608
8c676348-9932-42fc-94ab-659d9e50871d,"Короленко, 28Б",36,1,17,Евроремонт,1701
1e7afe1c-56b8-4eeb-aea9-0143e67b80a6,"Ярдем, 23",60,3,5,Евроремонт,1852
0a0ace75-b143-46a1-bbca-d7476c46beb4,"Заслонова, 40 К2",42,1,2,Без отделки,1578
764fc572-7195-46bb-bb4d-e7644910b734,"Б.Галеева, 8А К1",32,1,11,Евроремонт,1910
d1989c9f-d188-4f0a-8361-744848d31cab,"Ахмерова, 7",59,2,2,Евроремонт,1862
3b7d77db-7972-41af-9ec7-743efe1de31c,"Чистопольская, 12",70,3,7,Косметический,1731
ba333aa9-09bc-4dcb-833d-b35999535fa7,"Дементьева, 31А",12,1,1,Евроремонт,1518
3640d96f-9a08-4c8f-a5d6-b6c472895d8c,"Бондаренко, 34",49,2,7,Нет информации,1546
e7169ecb-3d7a-4ddf-9f3e-43655a23ea69,"Баруди, 4 К2",32,1,14,Косметический,1680
7225b6d4-d4ff-4bb8-8620-b100d04f09f5,"Спартаковская, 88Б",37,1,8,Евроремонт,1608
94e945b9-3739-431e-8a4e-e9b744e4040c,"Ершова, 62Г",37,1,7,Евроремонт,1731
5c6a4995-64dc-4064-9afe-64b03e6c4766,"Бехтерева, 9А",94,3,5,Евроремонт,1911
035bf58e-19ef-457b-b3be-a01923d8b0d2,"Шаляпина, 32",76,2,3,Без отделки,1519
51e809c5-0c29-4a57-ac43-1a45fe1da62e,"Аббасова, 21А",26,1,16,Евроремонт,1617
80ea4498-16f7-42d1-a995-dad2d62e898f,"Урманче, 4 К3",36,1,7,Евроремонт,1578
1104d3c4-56e1-41d7-887b-c2cde1a76682,"Козина, 9",41,1,6,Без отделки,1817
2de946fe-87ee-431e-b71b-e1ec7fd56bef,"Ершова, 65",42,1,6,Без отделки,1761
c8df253e-3ecb-42cc-8bb3-6d9803c05b4e,"Дзержинского, 9/1",105,3,5,Евроремонт,1396
757daebe-4a76-43f4-8ed8-4a28d194a72a,"Тунакова, 45 К1",56,2,6,Евроремонт,1789
53929881-fc80-4c23-a81d-858ab43ad268,"Ершова, 62В К2",34,1,2,Евроремонт,1665
8fb3f62b-31db-4d9a-b2fc-7a91c032f893,"Фучика, 22",21,1,2,Без отделки,1579
b6358caa-76ec-4022-839e-e7ad0371a267,"Ахмерова, 7",36,1,9,Евроремонт,1393
4a8e6f2d-d4d3-4fd2-8088-cbbd41f417a9,"Петербургская, 64",73,2,11,Без отделки,1910
09ed7f7d-7229-4f81-b9a8-54a12d39662b,"Оренбургский, 8/1",38,2,6,Косметический,1911
109541a3-48bd-49fb-91d4-0527872ad185,"Хакима, 51",56,2,12,Евроремонт,1853
61fb81bb-4ae2-4df2-928c-a6ea0a32fd94,"Дубравная, 26",38,2,9,Без отделки,1909
7144518e-6ef0-451a-ab8d-79ad0d89395c,"Хакима, 44",42,1,11,Евроремонт,1609
6c8967fc-bd6f-4d82-a4d6-44fc42c6ebd3,"Даурская, 48В",50,2,8,Евроремонт,1643
c795cbf3-b851-419f-998f-2349593941c3,"Кутуя, 110Д К2",41,1,10,Евроремонт,1852
22505aeb-7df5-4066-b14f-91dfff6ed0d0,"Фучика, 30А",35,1,15,Евроремонт,1895
be9b96ae-5c59-4ba6-8309-2d6863705350,"Заслонова, 40 К2",42,1,2,Нет информации,1653
9e95f595-5ae6-4fb2-89f4-ef5dd2731c0e,"Хакима, 44",42,1,3,Косметический,1852
7eccf92b-81d3-4485-91fa-84f0f6ba7c27,"Чистопольская, 61Д",60,2,6,Евроремонт,1861
6cbac535-8dde-49a2-99de-e0b521ff90e5,"Волкова, 12",36,1,5,Евроремонт,1608
e78779b8-786a-45bf-bcd8-df43eae4f133,"Ершова, 66А",61,2,13,Евроремонт,1517
e45f0ab2-e079-46b9-b550-168ec5fad19d,"Родины, 26Б",40,1,16,Евроремонт,1853
378fb640-8a7f-4dc1-b8ee-f4499c52bd0f,"Толстого, 14А",61,2,3,Евроремонт,1840
c2add7d9-eb73-4df0-9c8d-49de2b08bf71,"Космонавтов, 61Е",29,1,6,Нет информации,1496
34cf55e9-edbe-4572-818f-957fd144215f,"Хакима, 52",43,1,9,Евроремонт,1911
7cd491e3-0c00-4db6-a1bc-41a941b47ac1,"Тазетдинова, 1",34,1,5,Без отделки,1818
8acbb62c-24d2-4a3d-b368-c3bcd7a80534,"Аметьевская магистраль, 16 К1",40,1,6,Косметический,1789
