uuid,Цена за квадрат
8a4bac89-9dfa-4464-a009-82116fe194ae,245614
173a1454-2acc-443a-a727-0768e10e2a53,448860
8dc19e40-a00b-4389-96f0-66ac6c45729c,331142
5c90c705-e108-41cf-9b61-e5885dc3175d,275616
af3dd666-307d-4197-96a8-b98d908690c2,280699
def5c7b0-ce74-4914-92ce-a4a6c24290ac,273707
cbeae212-3a43-45c3-9e5a-7a2e8590e766,272414
dfa339d0-8cc9-4b93-9714-231fdd585344,260000
c6e1e5cc-f209-4ba7-b163-fcac1b3d7334,344311
a83d0bc3-fecf-456e-87bc-a9ec83ce29d9,240196
fd12a7fc-2483-48b2-8a81-73633d8b7396,306154
2ec95094-d3e9-40d3-8ee5-b408f36fd9a3,236850
d0aea9d7-9c46-430a-9498-d81963d13bd0,237413
4ba1c418-c861-4f96-914b-c0d51ded812f,253521
b4220311-3549-40a1-8827-ede6433108f5,314894
dfa6a7ed-691b-42a5-877b-2d62c5ad76be,306250
83e62c6d-1ed1-4af5-8a74-42f0270d45c4,348684
66f8a2ee-91e6-4ceb-81cc-b3c17c84b682,259074
7ba3933d-7267-4861-9361-cacf667dd8eb,288274
a98b8191-fe83-49a3-8c1c-5b2d6fdf20cb,237553
c1e6626f-6442-4816-a7a1-64d464940eb7,297297
9182574c-5be6-4968-a1d6-e5298b9a36e3,417853
49c1445c-5694-4602-8267-6733d179ddc2,448830
1a304663-a1f5-4a54-a539-8d6c0dba8bd6,237288
12000b35-a553-45a8-bc99-2dd3de8afa3b,292295
340eb3e8-e4ef-4584-8bcf-155fcdff3a73,286000
ce7d8d08-9ce1-4346-ac90-5aa746658106,258065
78c842dc-2931-4598-995d-6c3eb8ec6211,256311
cef61575-de5f-4541-999a-5f9d378ce59c,439453
ed5c5895-1cea-460b-8251-e411cfb76f63,245856
6dd4a79f-1efa-4043-ae3e-a88839d6f7d6,255208
e9752eae-2e43-474b-b738-71545237db41,263975
bddef6b0-7bcc-4607-ae94-6be7fc3af698,239583
3900172c-dcb8-49e5-bea7-a007a4ff96e8,256126
8fbfd191-4a02-4bf7-9aea-07809665fbcc,361842
f10c2e11-4d39-4060-8ab6-7a16bcf6318b,258964
40295227-4d99-4519-9f25-b952f473f820,239316
fbf9e7b4-add4-4d34-8b6e-9843f65655fe,241584
25ad009f-bff2-47fc-9a8a-df73d20f52ca,256976
ce34d122-ac73-4003-b337-c6d792330f9e,430000
0152e268-f53e-461c-99e5-67c5c4997a94,235098
b5bd7b5a-5c9b-4824-a84e-ba962f5b718d,310626
dbd34b37-50d5-4775-8bf8-314a5fa20464,243781
43be96f8-d295-4b92-8f54-e0f5dbd475c2,289091
10d3f712-2d31-478f-862a-79d5b61da7e9,275403
d0caba87-f6c8-4c97-9e42-41768d765a87,252747
229857bf-c858-4f39-9819-e320bf03cc86,261283
bca1301c-8ffd-4b55-b34f-5cbeca633ebb,250836
71cd0a2e-89db-4f51-921e-3f8e4c3801ad,308247
71272680-43d3-4e05-a15e-32d8814115ec,300485
4aa405fd-b30b-4756-ba9e-0b91dafc6307,255208
f66ba762-06cf-4085-ba3d-d8c03fdf82d0,256730
75da72cd-c8e2-49bf-8669-f7f1299a39c0,289655
1624cb27-e7ee-4074-8b82-18fdf4a74d34,235106
3e92e09b-59ca-4f37-9d12-f768572414fb,264286
11d5ed88-3db0-4a07-88be-5374a9bba66e,259740
12d8b25f-446e-4732-b123-e3f47d2bd7c3,285366
f162d9f8-72d9-42e8-9267-9ca975129359,253623
84b15f73-c0b3-46e9-bf12-1d395fb99373,237222
2c00ce89-1ef0-4c3c-9aba-e7bf175741d4,260652
e23ef97f-7e53-4868-a2e4-4a609b98884b,380714
15fb710c-f748-47f4-a7c7-e879f1512133,256452
54ce9cc2-c2f2-4498-adc5-bde35336910d,244171
a82bc8d1-c9c7-499f-b077-35414fa28196,259076
dc6249f3-a2a7-4f2d-b7dc-ff5924904280,239703
6691c57b-cb74-4fcb-aa5d-d97da5daa43c,249971
71511190-d22d-45aa-9ffa-b325b4dc4bc5,247342
afe03758-af58-467d-9bdb-fa47ea0dceae,312500
1caf8bee-986f-4323-8931-dd2f18744632,330749
39ebd92f-baaa-469e-8513-5d12ef0d55be,252639
231cac5f-3e1c-4c8e-9dfe-8550f5374a4f,241573
adcbad69-3418-469c-9730-56483de176e9,290625
44e3ea1b-5b55-4397-a1f1-200c370d7288,252665
94bd3a44-1998-4f4b-b397-2af55f0a59c5,235849
1b887249-1e43-450a-b575-2ff8ea7e10e8,294481
f5614203-f283-4e71-a9cd-9b79c4764e0f,264375
93844bb2-340f-4388-a6b6-6a7e6cea59c4,247525
54c86545-2d0a-491e-aedc-ee1435f424be,249167
6acae3e1-9b3a-472a-a6f5-e757e2a1ebc6,270625
28551ef3-8217-4feb-903c-177c2f834ab8,274907
bd7c71f5-cbb0-499e-85ce-0d9dac3f92d1,261750
b01d31a6-65d9-4e0d-a04b-8e311a963518,283180
e3234ca3-540c-4abf-88ce-77d72aba5de2,371795
c0bb2f2e-3584-4bb8-a92b-c212bb855ab7,258333
88de6138-142a-4dc1-b1c4-3ea18dfaeb4f,245852
d68bbfad-1078-4f33-a646-46a30b8146c3,249231
a38523b3-7a14-4661-9346-d651a73df47e,303000
d3f6487f-0be3-4848-bd9d-3957ed4b9478,251852
03f2bc1e-a78f-4ea5-af1b-70da9dd107d4,264516
f1e7206b-f0f2-4568-8284-1dad02b003b9,236842
f99518a4-f17d-48cd-9a72-bda6eb063e7f,273854
d1910d18-ba6b-4f49-ae76-8b7c84e338cc,241304
f4dbef39-b432-4423-b9cb-c76b37d68376,236923
2d44c3d1-9ccb-4e25-a4b2-7e8d8d014d79,285000
35beba59-137e-4f3a-aee9-5205f0ed12ad,243832
8e9bc6e6-763c-4787-8958-0a01026c77fc,509777
1bb17997-9ee5-49f3-a113-dd2d82c9e49b,256410
6184b20a-5c86-47ec-93f7-9fb934bcb81d,245402
03086ae0-9cfb-4de7-9c78-c540233680e6,236508
4548d71b-b317-4125-813d-a6af44826ad8,273233
a21376fa-e2e1-4487-9d66-9cae4683feed,237819
1b1327b1-f569-4852-934e-a037d7c27d7c,242331
b95990d2-ce6f-4fb9-999a-c3f93f4aa318,258000
2d8d4cd3-fd3d-4352-ba6c-568298fa47df,340909
8c0bb3b3-e278-4050-b163-157cc4c757a5,236675
dac83594-ff89-466e-bce7-1048f88ebb30,241214
f679132f-c431-4337-86b8-5372233319e2,277186
6b6b3a58-9c00-449b-a0ac-d42c6ac753a8,305331
a4551950-130c-4a7e-91d0-b3e00a317c03,249630
f97459c1-844f-4ab8-8ad6-24d31ed1d200,384615
215bfa2f-2931-4b91-a2c4-40ffd94f87c4,248062
9fd8b753-e1a9-4483-85af-818d01eeb391,250670
c03034cf-50d4-4657-931f-8d96c278f0d1,236273
f0e96e7b-5b80-4057-9382-482836508bf7,300000
0ab05354-5945-4b01-88a0-88862c02660b,241791
5c67eebf-489b-43e5-8fb0-de38183165d8,264342
a2626e56-8497-46ea-9b27-c096bcc789ac,320181
78d2b3a2-1198-4ce3-a689-f8e11b0d1945,282282
4af7e1f5-4c04-4cdf-bd91-0319d94a425c,250000
5323163b-f51b-4cda-a327-6ec482d0aa09,300000
39dff6f8-1a02-4d32-939c-3cf72c11b6da,248077
11657353-948c-4552-afd8-b85d266ae1fb,250000
4c2e31a6-485e-423d-89df-53c7570d7116,267382
e01223f5-04fe-4299-985f-aa94f350491d,253300
600e4535-06b7-4726-af91-c0586920bc32,340000
ca1dc18d-f0e6-4d07-b24b-57fac97a9d01,245455
54ddd1cb-def2-4784-92ce-9056644485b7,258865
833bf674-5781-482c-90b4-b7f73d65f676,318436
d7f3758d-5260-412d-9ab3-857bd1e3f04c,298635
8719c613-ea1a-4d4e-b094-d62a591f70a4,278137
e271fa42-413f-49a8-9eab-3201c9bae8c6,257127
2a65d839-4f92-45d5-8a5a-e14a522fac3e,275794
d2809d3d-341e-429c-a52c-df5a408265ba,255185
f4f9667e-2b3d-4b68-af90-c40e98d73d9f,241429
ae217ac7-c464-4546-8a00-9ed49f78ef3a,286402
b1204fb2-660f-44a2-b9a7-8ae99eb043ad,244118
aad4c2a8-92d6-4ab9-84a2-9cd29a812353,332000
77fb5d8a-8d2b-49a5-bf8d-4dab11e75476,256311
224c335f-1c4e-41a1-a9de-92c57da50027,258772
4ac00651-51bc-4e7f-8224-49747a737736,274000
21a91048-c2bf-4987-a8ca-842295c64886,352564
ff81eefc-363e-446f-8cbc-2250d575a9fb,354430
eca98ed5-11cd-4195-a9fa-ea0674a2d079,324172
0b7f0d1f-37e2-4180-87f9-70e74f14ab93,363606
8e71a133-c052-4486-8fd5-3d5e774098f9,239299
3d20aaf4-4e35-4e05-9d5e-ff38bdeeaf2b,242398
15dfdac1-b68d-4ee3-96e3-abe019d24173,252308
e6c1029c-3f1f-4ecd-b079-91753cf20ae7,253185
ca70b295-5612-47ca-9370-54476eb1e13b,262626
5871bd26-b3c8-4740-b4da-82ac11d980fe,261818
d94c7f0b-78eb-42cd-ba8f-c3d028b31dbe,300000
c75487ff-cfad-45ee-a1bc-432ba1555e04,240000
2e2f12b2-fcb7-448e-988a-8f698bcd1f17,365183
14826dfc-8e9a-420f-9e3e-ea108ac6724e,312500
464324fd-436a-48c2-870a-19431bd9d79f,281250
85585721-f4f6-4414-b5bb-5b5efe5f7568,252381
cd3fae13-99e8-4980-b95c-5e44f83721fe,255102
96a41bf1-c1a0-46e5-849b-da05aa0a86fd,299233
6cdca4bb-5494-446a-b7fb-11e63dc4caff,369000
ee3cd012-2679-47a0-aa89-7b0a43855777,315789
209c24ff-5c1c-447a-9935-ff8e716fd044,235714
1b285690-22f6-440d-a8c8-c55077b30514,236620
1b4a14f1-7de0-4164-bc2f-5bee60f022de,279070
e4b449d2-a620-4100-9cb5-287b9b808d36,273807
a17cd7a5-fa39-4e63-9e18-2f5bb2bfeed6,266667
53c73ead-6680-4935-bf22-7cb0cad04731,239568
b354417d-bc84-47b1-92bf-bc310cc6fcf9,315217
e8ec83d9-fac8-4712-9b7d-b3837204668a,250000
2e2dd0ac-7c61-4130-b3a2-876f0af413f5,244328
2b81cabc-8f6d-4ae0-8b2b-7622afd50f4e,251429
f18ae3be-9780-42f1-9f63-f68f6d219fb8,335967
1977c262-60a9-400e-8da4-968dcd853996,245946
4953d431-5dd8-4229-b1cb-13052842407a,287016
39c3a2e3-f81b-4934-9035-28b843f3cd0d,271669
75571ad8-30f9-49ef-9971-71ae65c6a261,371377
c267bdaf-07df-4afd-84eb-32f94994be71,422464
737051cb-3b98-4f5c-97aa-053c8ec8376a,250000
c30a5806-f7cb-4c0d-b21f-c846c79f63f9,281818
60816def-6804-4ce3-8abf-839dbdad2cf8,293139
e5e7c2bd-0812-4d9d-bd43-4cdac36a5c7b,291489
d270727c-df7c-4874-a81e-b9990889e1b3,240559
a8c37b3d-a052-4dad-ac0c-b26ce1d05e73,252465
568fa8fa-4594-4214-9671-9fc653f39536,251953
e0beef14-2a10-4226-8b31-db23c421c2d0,253521
3bff2ed7-9e7c-494b-9ca6-d22f0757c2c3,307803
504f26db-4e28-4a60-99c2-015091cbee0f,378082
6260d4ba-fe34-4ed1-8fc5-95dc4c8a5177,236292
7d01c1f4-a294-4255-87aa-85fb19c88039,301599
a1bd02f0-6e2f-42c6-b606-559169d5ba80,352415
b6b9ec67-bcc9-4832-8785-108bb261ccbf,333333
c6cd7142-4b8e-4129-8930-074f3397c749,356444
559cdec4-a798-423c-9fac-cecbc54bb85f,311500
46f0e2ae-6b0a-44e0-a7b9-2cceee6e4612,248077
34cc34ea-c3d1-4af8-a04e-6a053b0ad004,253497
f78ba88c-b9e0-4ac9-b2b2-26104f7b7ff0,391459
e860aa8d-b748-4427-845b-c178a8307a06,243455
a67ad109-97c0-465a-afbe-50de64e5abd6,268166
385e449a-6738-477a-aceb-63559b3629ab,406250
877e1c42-db44-4877-8d9c-8a82ffa911fb,260000
a7479fac-d071-416b-86b9-eb6b0a28c399,290769
bcdbfc3b-d138-4e5f-817c-4442be655376,235714
af60c9dd-e5f3-435d-9369-6b237e405b88,379464
62ef207a-6b0d-4630-a2d0-3bf0052373a7,236301
85ff5291-b4cd-430f-bb0e-5ddc98b606c4,250000
93fb9a76-a4c1-4b73-984d-c312507c00e9,273468
6a229af8-e3b9-4e3c-94da-1290a5754f78,304136
0ec90826-3abb-434b-9d3f-22b565f6188b,248333
7d580f0a-fa6d-48cd-99fd-04dbf64f1b9a,261986
0a370561-4de6-4644-8e88-4461506dafa5,278607
0833813b-410f-4e95-a30e-786704ba01f9,248438
772d07ca-8f09-4835-8e57-2a8ca43e720e,261905
669be51d-6ba3-4b01-aefd-a71e7b16e63f,256368
8b41ab7f-41ea-4a07-a410-583f3a140ae2,393909
fdd08b9f-b5b2-4288-99c2-0c4037fe0321,275117
490f8920-eb66-4572-8988-eeb51471d168,246970
98643a4b-fd23-4cab-9cd1-e8015ca3bdfb,263944
54fa9104-8d7e-4ffa-be90-247ff2076b0c,235507
e582f627-2b70-41d9-b3d6-dee3e5afa994,260000
93cf367d-6119-4889-9717-cae7e8a2af87,238562
917ee9e1-9615-4313-b2e2-0bbee0e7a9e4,260870
75bbb9e0-cf78-4889-b89a-8f3d3938ed09,243284
478bbb74-29fe-4347-8930-42be6b79f44e,247059
0e75c4c9-b778-4480-b6dc-9068ddf8b8e0,240310
6a909d26-98ab-4470-825e-669bc7a9bb65,327500
6317b025-1e39-46f3-882c-d4579ced0325,262458
0b2792ae-b137-40d2-8c24-d68607c2153d,344973
563a858a-a39a-4513-a998-633babef86a5,305435
d2a5ac1b-80d7-4c05-8c27-44b903b8590a,348774
52cf83c6-17f8-48a7-a493-b637ba050f9e,263317
5dc53a49-f61b-4057-b13b-ba54d992153c,260535
49d16e08-3aa8-49d3-aab6-b19b0e783434,247458
c8651bb5-5a19-43b1-9aee-6af77d11cc1a,433333
acfc5294-0d64-4102-b263-784b329bd04d,253314
9f5df4c4-5467-42a3-b3f8-6bc558cc210f,251082
7b61d8bf-585c-4213-9130-ca5bc9b6ca22,236486
36e81da0-9778-4a59-abd5-57c124242ecc,240113
634ea233-088f-47a1-89e5-89ff3eeeb9fc,267686
3f032dda-eec6-4863-a37d-d7c5c8b54b1e,258031
82bf842e-e4f1-45fe-bbc6-60f9844addae,267925
7bc13013-12da-4dd8-9c48-e7b329cb9bfe,353090
50e38d74-4d49-4f6c-8b61-1733958bd858,236816
f99ac598-cd14-4702-add3-9cd927631fc0,269345
28db15d0-e5ea-43ab-b00f-54ac3d45f312,240761
9e9ed898-4b78-44db-af13-14534087f36d,236364
6b0eaf82-44db-4f24-90e1-a9d20f3b5cde,299783
6366ba57-b62a-4579-ba0f-f3e74b4f548a,261000
dc74e934-3785-486d-9646-9e9932d28336,260000
4c313a20-e725-4f99-a144-8c440f098e95,239765
e67004e2-7575-4ac9-aaf4-47c7bf22eec1,272422
f54fd05b-c49a-42a0-99cd-64a7fe636006,241803
6e81c97b-fb51-45d7-ae58-357f75a59734,275000
c70063fd-77c7-41e3-9ba2-197ffcbf95a1,255850
9f9cb6eb-8347-44ca-ac2d-492ac478039f,244828
0844e169-7e5f-4239-9a7b-e89780725046,411437
edee1132-0ab4-46fd-8a32-bfb4f9fa8cfb,238071
3a7b7bc0-a382-4930-a9e0-58026d804332,244118
617de77b-79a4-45f4-80db-c54eacb97c3d,285106
8812a79e-f9e6-46ce-bdf6-e6af9ef4e108,261328
0bd9a7a2-1069-4df0-b1b6-2eaa9846e19e,250000
2abca886-899d-4c58-bedd-86271f75938b,266034
8853d47c-c92a-4893-8602-180bbb155c04,235294
31ad039e-83e8-4bbf-a3db-b53bd99ebbab,264706
81198435-d400-4dd2-95d5-5d4b66ad426d,246275
13b6064d-2549-4bc2-a8d6-f590e99f8458,247029
2dbfbf00-587f-4095-8b26-748840a2b0d9,430000
748ef735-957a-4ec9-a01b-5008645b0bba,251748
9b8e4897-061f-49e8-9080-d5f8acc2baef,248684
74c5c2d6-f0e5-4dce-956e-0ee0b950aa19,260756
b4cdcd3b-5ff9-410d-943f-16ec2b0da379,240000
672c6f16-7f63-4b8e-a9a4-722cc79f5f57,236316
d9ba3da8-86ac-4845-bd0c-cbf2927df287,300000
1daf77ef-c364-42a2-a069-4556f3e9e45c,270270
a5897c7c-f4e7-46f0-bb6e-997341c12fd0,236203
2a825c71-5f0a-49e2-8f4a-d6e28fd4c58a,300771
28979aad-c780-4644-aa2d-6a1a873ac6d8,252874
17a381ad-0cd8-4c93-a9d2-3fb7e89b619b,262112
1e97e56e-e693-4ae9-aa9d-430355087053,249077
76301397-6b6a-45ce-8a9f-7c2cd62a2b81,280749
bc7b92ad-527e-43b6-b999-167eedd05bc4,299885
9ee0bcd9-fb8e-41fd-9079-7a57f582c7b7,255298
b780989e-7120-4c39-b8cc-4f7f1e23713f,445932
70f9108d-d28a-454b-9ea7-a963168c2f8b,239486
ad40d295-9b62-4271-b7c0-5d7b0475fd91,265000
3630415f-1b27-44b0-b7bd-d76d41b0c7a4,367171
7bf051ba-112f-4527-8f5b-4915c5cc7c92,270690
7273a37e-ce55-4443-b429-d5ec80698af5,255301
1a6151d3-a64c-45bc-a0d7-c9a4c69a799c,275132
493509a2-1051-4484-aad2-38539cf5afca,286667
abb9014d-19f3-450e-bdbc-a0fa9d968ef9,300485
36a4c040-1bac-445c-b1e3-c360028f3ee1,330233
7a45fabc-a899-4175-9291-9c14e2cb6acb,317564
69574a4b-132d-4e03-aa06-b10007f0ce9b,237819
91f68aeb-b39c-4944-a736-cf3f071b879a,244186
84ba708e-7f24-4328-9338-ff5923f6ffb6,269521
49cf1dbd-6499-4416-bbb6-e58d6cb3646e,294404
11e19e5c-1c51-4e49-a407-16e204b9c7ee,250612
68c7e6d9-f48b-4295-935e-3aa59ecbee8f,319355
076780ee-aa3d-44f6-b0d4-0f10324b05e5,249012
5c3585f5-423d-4f3c-ae72-ca9a64f179e7,238077
fe9664a2-38dd-433d-884f-eef8e1842346,243243
4d64c09c-246a-4c1b-8165-210a0ca3bfea,261842
18501b9b-db58-4dad-b538-28e2ccd23201,282847
28032525-9882-4b92-bde8-199f40be91c9,261986
31829e8e-32e4-40ac-b1e3-8401b3142ba1,277593
7338dbf5-eb42-46ed-b833-c8b3eabf04f1,256311
f5f2fe63-7c4e-4285-91b0-09ffa0b4272f,240000
018a16bf-cbff-4987-9cba-2b94352ba68d,375000
ccd0eb6b-c7de-40b9-ab94-0d64a4cfad80,284127
55158cb3-9816-4e2c-8c84-d166da1bab12,282657
ab42c18e-2d44-4c9a-9c4b-782409599a72,275862
00fea584-1b56-4161-a545-8f82c1e61ae9,250287
4e8d2330-ec63-4fd2-b05b-4eeaafd30a24,236434
29a7ccd7-521f-4d34-9af8-41f8a856785b,237660
9f172433-e08a-41fd-ad32-38d60b72a7b2,274390
33987e2b-054f-45bc-a6bc-054d27fe77e8,247619
93e08c55-acda-4b56-a96b-c29b23b421ba,286885
5bd6125f-f3c5-4eb0-b593-338914ef47de,271704
717e2772-c7a8-448b-8ecb-30f4e40b5cbe,306732
19232db8-346e-428c-a717-02442108d63e,244083
4fef78b4-65a0-4644-8277-46faf087c600,266667
e2c7adec-475f-4a18-b129-95b5d280ab71,288845
206f2838-1e5f-4175-a037-431ef799d7f5,275537
f57f9413-8b56-43ca-925b-8becbfd4667d,240670
81f77ee5-f96f-4cf4-8b67-f2186bc6ae43,327744
acd098c0-2267-486e-9666-372e61231481,298561
3d0fe34c-df70-457e-9cb9-ab7d7b2e4b38,271607
39f3a6ed-ef68-4a7d-b732-661a574e8a6f,265060
fbd747dd-d58b-498d-b518-bf6554fe9aae,247813
c2490613-e0e0-4df2-b0fc-bb2a4c55ecf0,237346
b9085592-8d44-4ef3-b071-839c96e5e05d,312821
bf6c11e8-ad50-4d25-8d12-f6f40d579093,244275
214fa439-8d94-41f4-906c-201f7ada6652,260465
7317d86b-fd05-409b-9b85-fbd36f537048,366197
da938f6a-83ea-4930-9483-d10cfe486432,307239
1db65122-16c4-4ac7-bcc6-852d41209182,237500
5062ad87-62d6-42ba-b135-e46d9d9e6c74,336579
57a6b6d7-2847-4c4f-af9e-ec3bd065d74d,250478
13d22be3-f605-40b0-b17a-9eda13fd14c2,245098
613ad8b5-f0db-42b2-b69f-dd0ebbb00cd8,450000
7df4c432-c430-4fb5-af81-c53645cc3d2b,310833
48a23c1b-5eda-47b6-b15f-f8d687dd3a8b,236603
565b7f43-8711-4a68-978e-55a533a51285,238302
5027b0ed-8a2e-4cbd-84f4-41674e2e9b87,285992
5ee2c798-5a0b-450b-ae80-259ebb7d2c8d,257143
6f3de441-cb64-48e9-8e3f-dd0e2ce0b5df,238024
2159f0c1-c609-43b8-bca5-007145032b28,262712
6c881958-6c07-459a-8ee6-3494cd22f8aa,300000
1e82fe59-49f4-4bdb-ac49-88f27f252db1,390495
e7a04825-1d27-4504-8f25-88d99b00542d,237500
a3f2364e-0dab-475a-9739-655d8fe11b64,311159
c8487199-ef35-4999-9884-325a7b647e12,287037
dd623bde-3a57-483a-9c17-6390f6d86985,287834
45e66402-1d7d-4709-ac21-9223a70cfc44,241902
3aa914fd-ca22-4e96-944a-899cce44af50,266667
ac9c118a-af7a-4e83-a6f1-235b87abfaee,258500
ccd243b6-0d1c-4a50-8f99-715a215a619a,261500
61ee9846-546f-437b-acea-8770b121c1fd,247917
61b33d1e-a422-4d9e-87e4-24ebb611d8ae,285470
9cf3fed9-303b-4dc3-a9db-e1db143acb96,308333
f2df9043-b5af-42f8-ac0d-02a39ca864ab,249971
1133012f-a4af-4671-8400-b84e587e9076,250000
d93b1994-96b7-4be6-83ac-edf31eb963e9,305323
1f4776f7-4f34-48d8-95a4-4c368df2180f,532028
caf03323-48e7-48ef-9136-be66d38b2dd8,241590
c49ba79e-1160-4f70-885a-8f7c5cf93cf9,279513
5d3072d8-86cb-4ef7-a6bb-ebed87a094e8,235933
a634a457-8b9d-47d9-a59e-41b301337271,262899
0a9a73c7-8c69-4b1e-bf99-1a10136048a0,290055
128138a1-25b5-49fe-aafa-5088bff44f24,244694
ca6e070e-3994-4719-a8d1-9fcb1ed71100,331206
707f79d7-7fbb-49ed-9884-b280d8f159c4,250000
b4dcc09f-81d9-4453-b53f-4bb9da8dff4a,276744
00a414ea-ae59-4146-9a69-a6e0a00dab2c,416829
2c40ab26-ad62-4e0e-b7f2-942fb3f79cef,251429
ebf3255f-4895-4766-a496-607b5e618b19,337942
29bfe96b-3e0f-4a72-8a2a-d04d6d78fdca,235562
84fa020e-6d00-4d7a-ac80-bf91185e5c15,249231
e96e502f-1e6a-4cfb-b1df-e110447a074f,280000
33f2cd7c-d09e-43e5-895c-79ad5ecf5474,241379
df5eb8ee-ef4c-48c2-8113-01e7e1ece2e7,258856
7636ae65-5ba7-401d-a8b4-0114b745e817,243191
543a101b-9508-4502-858e-eb89090d0934,294404
e1fa3990-3eae-45d6-a866-b7ade162ddc4,238950
77dddad2-f239-436d-8a03-7f1e0d7f9bca,242616
7851f283-e79e-4022-aa74-21c627230ab2,498333
5e3b878d-1848-41c7-838a-725d58cc5f03,245690
28f273bb-900b-4635-b42b-5455f36f6620,255208
764e01aa-fb8e-47ba-bd5f-612c9903dd25,237404
acda397f-e4cb-4af2-b876-6c4cffb83cf4,236364
c84257bb-ea0b-4cfd-9da1-4217216e0d03,287016
50dc6924-05a5-4394-8ee4-494f1d4bf5fc,273119
eb1de56a-662e-4a6b-a9c5-def73a01138f,250000
9431cf2b-83e5-4d39-bce0-9e16e2da1856,273704
42bb5ac6-4a25-4fa2-bc9b-824e3cd4b852,235294
77ab8a7a-b2ca-4688-b9c0-05b316256cb6,257475
6875d06a-b802-499a-a91f-06ef444a1f15,342571
9b90a876-6189-454d-92fb-0ae25e3c3f1a,325000
d9e816ca-2eca-43a1-b44b-79aea7a434e4,238333
48c2bd51-0e2a-4c07-875f-04d5498fbc5a,445936
648e9a62-f28b-414e-8638-93001fcdda36,239362
064dec3b-9d8f-4a55-b13e-0ff04d26fe4c,239647
dd201ce1-5ef9-4dd8-9f55-e67d30c1d101,239610
695d0dbf-8f52-4f6d-b14d-008ccbfb4b60,287273
44a793dc-18cf-4160-99bf-e00db68b57f4,245023
fc6c4d82-afb1-45d6-b81e-ca1b139dc20a,256250
833a23a3-fb13-4a6e-98cd-52f0d8e4d29a,249538
3bafe99f-9277-493d-b0b6-569fc320e722,252941
86e36802-74cb-4b68-9fe0-7f50d474eb11,248179
0dc8eb10-bd54-4cdc-b285-48f2a4cc2c51,250737
e430de8d-bf89-456b-b606-c64b51a000aa,256098
bc39105a-6e8a-4449-830a-c858d187d994,327241
7da4309f-cbf7-4a56-abbb-fb55a5d64f69,259783
b3d7b201-c227-45ac-a35a-8e60f917537e,245763
b9c69008-345a-436d-9368-d909a06a879e,332597
1e34f0ff-0ac3-46b4-bafe-8cf2deee43d1,236620
acf7159d-336e-41a6-8248-440926c9b562,236800
a1a815a3-03f3-4ecb-aeaa-a5d960868086,340000
4e15853a-4c00-4433-9092-d3b5d32d097d,247642
add6e704-1f35-4607-b541-9dd6fdd2a338,469027
c7584d2d-007a-4eed-81ad-763a4579e2a5,295834
e22ea252-0c35-49a6-8297-965b32385262,261044
c06e18a8-473b-4633-ae16-d8847f998399,237745
5d9dc716-f367-4e57-b914-1c4f8056df12,237903
863b6418-eda9-4cee-8311-bd7339690fbd,317690
ab458b02-cff8-41eb-a833-adb8bc953b99,352645
1c872700-c6d6-47e6-9cc1-2c6a77065dd5,250000
37691aa0-0322-4217-833c-33094019e606,241958
ecbe2eac-0980-4c39-a178-3c92b5fcda86,314390
81e6df06-2ded-47b0-b82b-470dc18e76fd,371795
721b693b-d684-40ae-9480-62625762eb61,248810
18841c09-0836-4fb1-ac5f-40f8dfb42390,258333
64fa655f-b38b-4de2-8d9c-2e0a7a05f966,242137
5d63ccff-32cf-421e-b3d8-1726f4f550a1,246000
8690d230-3c8b-4938-8855-905eba068b78,315526
45628ce9-a290-4c51-a204-747a82510ba1,281762
5111535c-8e5f-4b08-897c-9e7e4d4c129b,296199
9ec2ae36-0fd0-479d-9c9c-aac9da773358,304745
dd4601a4-309c-4574-90b3-5233c3e55f0b,441989
0dd7af19-4672-4f63-8631-384f3d25fdb3,684211
6da2e836-f2d4-432d-856d-0ef86dc56fac,429982
f7140fb3-89a5-48ed-9461-a115126d060a,258333
c0145b82-4174-436c-91bf-905e9079a57e,254947
ecb8b369-b810-4781-a6bd-2e58e66560f5,259740
6f82c582-6951-4565-929e-70ad7bb63168,500000
c5a9ad89-a330-4c6d-86d5-b1b5b8132185,248154
3377b8ad-f74e-45d6-8d8b-916767d05d71,281092
cd0d5cb8-9647-46be-a005-2581dc7da039,240964
ede29514-e973-41ec-b088-52bba21624c8,272727
720c64e6-77e1-4392-88e0-947f99cc7c7c,398753
a723cea1-06e6-48aa-8240-08e0a1ebb9a3,272059
29cc3941-0484-4e45-802d-4e28b110c0d3,275862
4954a08e-d51e-40f6-97f1-f6561efb5532,296667
0a879e75-d40b-4bb9-9d06-624575112d0e,243750
920fd9f4-1dca-4f7a-bd65-dc671cf668e5,325564
974d952b-3f43-416d-9b10-e06317529508,237500
4ababc99-5092-4235-90b4-ad681c9dd300,265261
84f67a73-ffb7-4e59-83b0-64eb23b0ac6e,246486
8bebb0cc-79c5-408c-be52-5279d5cbf7ec,264505
b04f421c-c963-41c0-9a6c-cbb812910c39,361083
f9f335e9-30cc-4e6f-bd9d-4adf6ee761ee,440682
ae907474-06a2-4cf6-9456-ee369abfebbe,240310
abc22205-aa82-4c69-bd89-f094dfab4be1,240000
20697fcc-a0ca-4ffd-ac73-79953ef20f37,324603
93d18e03-2023-4d35-b772-17aa2f66642a,256696
d2089ac2-0d1c-4013-a224-b18787766516,241935
